,image,label,features_pca
556,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kaki/106_100.jpg,Kaki,"[-1.1476429110280726,12.093541437949186,0.9365404036289011,10.625270557439215,3.43781790069555,2.0823452792208488,-9.473323648069602,6.5347376233619725,-0.8920865688120988,3.012929497225132,1.71269522863663,2.6607373202014184,4.300672188703594,-2.8902170602286796,0.16482752509981502,1.6076337299679393,0.28874439945030833,-3.5470951994557725,-0.4079233767219048,2.759354611023768,-6.751037424164195,-2.0210218139923404,5.762578954863392,1.0044090450377432,-4.3201559832362335,0.7535707257476804,0.5372317351893509,-4.584082281025389,-7.568887786909412,2.2446185669513246,-9.185193710424365,0.7470215867274643,6.5838605893235576,-4.832092476706743,-3.4396053893868856,0.1560771596769794,5.455027753673109,-1.8684197548292762,-1.3208021007179367,5.525232076100725,-0.34004595394451237,3.296300757644861,0.20136263947564872,2.298727038228665,0.5785486259462508,-0.6662091473378516,-6.17192222973716,-4.155593940852538,-2.813013391275875,2.631979146274667,2.1955619097487786,1.9297159711244245,0.030393514067363504,-2.2630717382603347,4.605691666661684,-1.8631632003265604,-0.10571532721128128,2.3537838116521606,-2.6655897924153864,-0.5121672239093712,1.3922023066513796,-7.931509604283047,0.3015003857965256,0.47315795844351727,-0.7222120580341006,1.803915232026003,0.9869115943748941,-4.14391153632457,1.6237513555384466,-0.027189833716420274,1.0903901704856602,0.6882438433570094,0.37097057604374184,0.13996712012555912,-3.6962876206549953,0.44718430227239,-3.5892305959192776,-0.9168957764380713,-0.8847424560787366,-0.8119709709034645,0.3842906394077902,1.355546107808921,-0.4887283693869267,-0.5848595903847846,0.4829869222838587,0.18701097721253448,-1.5232542065909587,-0.5512003610394586,1.571662727681548,-0.07958308341235762,0.7105942239771478,1.0256456791923965,-0.17593451501382154,0.17193926924037536,1.1038890885202013,0.12426622570528498,0.12078968743496149,-0.07671898551769657,0.5647978647328415,0.0192264879547836]"
557,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kaki/107_100.jpg,Kaki,"[-0.8675606083103861,12.265278432953119,0.784311036726442,10.36004322079436,3.596013847517891,2.2746438671133475,-9.103592105591282,6.720866479459675,-0.5477942769026068,3.1129480114850665,1.6365539907615845,2.7828751753907706,4.158786801397006,-2.857956273477802,-0.01548830815151564,1.836805049477206,0.24708952479603544,-3.502429266397111,-0.5075141759983222,2.756851303907015,-6.789802258700585,-2.118156098330354,5.888794020019004,0.8153234276072158,-4.0083336183813625,0.5645546852624421,0.8348263185230969,-4.691226433396408,-7.607252412423108,2.35211915637618,-8.782666945603388,1.2369600610780482,6.320998101819521,-5.006889000200758,-3.4117799547737473,0.057330459606824924,5.556716294944345,-1.9182541396978914,-1.1653240802060816,5.431228610700803,-0.18324966890351646,3.0262393324976475,-0.05322574249362325,1.962290472907643,0.3694123251442321,-0.5571444105649649,-6.0306645057244,-4.1975962766978645,-2.6417615606153917,3.075729977366521,2.1414760151829317,1.666564071632553,-0.02410934914669966,-2.296094809623937,4.336928986493465,-2.420678096984257,-0.013493406539742661,2.018103754518352,-2.382638410530777,-0.35337402998114453,1.3535012517649792,-7.897931957648287,0.16510998711981414,0.34674234711670004,-0.7666424707488806,1.4675755416999212,0.8892258138107607,-4.004593700968244,1.4818364824058232,-0.005626296929305233,1.0204431042660551,0.7981500707964346,0.4762825328697293,0.5629676200463147,-3.905463062859031,0.39818926646620695,-3.874391706373267,-0.9057521772204757,-1.0684852190330658,-0.6438890922354726,0.2668032830109176,1.4296357581108508,-0.7161307315471946,-0.7411374134104107,0.43751246475447225,0.2916277376272304,-1.5921742393677911,-0.7407307705826712,1.2078069522158472,0.3487391335347183,0.8315008572331697,1.1114667103730052,-0.28428451944969424,0.4703757556908379,1.0587329883891012,0.045286057318710465,0.038196056918730695,-0.12756056985657785,0.7250226168331099,-0.1712432890824502]"
558,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kaki/108_100.jpg,Kaki,"[-0.577879302769563,12.312241639812338,0.4208582707933471,10.691456285262506,3.7026584933863207,2.4058073274908356,-9.1131575521763,6.885544088912006,-0.6528233216215071,2.973341945930156,1.3492121319651937,2.6296981855938575,4.023925830015121,-2.6762755881194917,0.03429991341930354,1.8188512515237685,0.58822967108857,-3.2587899297517273,-0.47250714806813415,2.7337435058814874,-6.588578090829797,-1.8346243727110725,5.7373947014213895,0.777216958362826,-4.058649775198143,0.4309821949557649,0.7083554152873387,-4.353004703733393,-7.48084485606955,2.590670394114717,-8.823422725878997,1.1354925674485115,6.125825006726778,-5.3905958580799505,-3.5553818228513867,-0.04578874160267055,5.723606910564952,-1.961040127257413,-1.2820743153798517,5.393716484742194,-0.21184786536365788,2.8418121639253178,-0.3633457793021885,1.7874317116713028,0.29020950473298246,-0.41331451330596786,-5.721450004803487,-3.929064174022035,-2.728743428652992,3.4689506703509196,2.0905747672081114,1.6395869703708994,-0.10148407254924044,-2.0730668786910544,4.13990230595671,-2.4871287297041076,0.0775993307746885,1.8382424523148218,-2.0748232774969835,-0.5547364958739216,1.280016785084999,-7.710532972465582,0.200021341551492,0.04554898892208334,-1.0433003681203623,1.4727869695711506,0.8692366972218594,-3.9667172648601183,1.3736120439054624,0.13975086009433516,1.0238093382186937,0.5725999639350564,0.5264382126735042,0.4467473865368769,-3.546760807511682,0.3116575973397691,-3.803787033275154,-0.8973476289442204,-0.7713717547880569,-0.6268210692707098,0.4013743576575291,1.4250987224570588,-0.917903157449333,-0.5789306494519877,0.3780414226065694,0.11386333195612164,-1.3978692756356372,-0.7901214056390173,1.3475169166445284,0.3292099769459321,1.076033002204817,0.8255085268867866,-0.3346545776353887,0.679430853769932,1.0585824286234014,-0.09087466682766847,0.08166101053197163,-0.21384394892166095,0.9386194157973414,-0.019164728794857647]"
559,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kaki/109_100.jpg,Kaki,"[-0.21385030407410294,12.356262744317052,0.31621544149155695,10.579543923199578,3.6577625601132047,2.58896593941085,-8.960974426463073,6.6778575882691715,-0.49224390014386676,3.232555973708235,1.3922546687931365,2.410956864080227,3.745638112733106,-2.9504011300904436,-0.0883149084662197,1.985149870825804,0.799165875508125,-3.0798381162909365,-0.5056718879575324,2.404495005927342,-6.581052918204776,-1.7158151617795336,5.511946973929964,1.041553958653307,-3.7793214335737355,0.43905434778764374,0.7824024458910582,-4.275009479311324,-7.2131340419785905,2.561188683307901,-8.388033283644745,1.5396923601469383,5.901501134662789,-5.154873852686449,-3.341328183806773,-0.5062784099109644,5.623903512600486,-1.7272567429278207,-1.3562651730676534,4.977900541348262,-0.03765850789042237,2.8498950851995586,-0.5203000913512892,1.499390624743459,0.10901989516652792,-0.4175443118261646,-5.592544361343731,-3.581021942050847,-2.8587689756673074,3.7751088330036873,1.8667936055531547,1.3785575855655763,-0.36093240181234454,-2.0111336773723365,3.8623386760816643,-2.4987614603620565,0.04692067792496232,1.6944066029701028,-2.0176885047707858,-0.5565373910946868,1.1768829866731032,-7.405468597572131,-0.15955149482677453,-0.09534490378819319,-0.9174032170660098,1.2656851493620913,0.804910031063209,-3.7090051509829727,1.2487134364904493,0.0764826283577401,0.7833109409571611,0.7730903450696459,0.4359933854790434,0.690847705167253,-3.4519082684578857,0.5028064717993225,-3.75421699160216,-0.918215881847676,-0.9002516058152931,-0.5032288437105702,0.413125932548397,1.1750526817406421,-0.9681521145065328,-0.4123446668210888,0.1644404343554497,0.21265621083702135,-1.2598926327805173,-0.7849731835534288,1.094380746349226,0.4336267487015598,1.2637070186458155,0.7202434978358604,-0.13086298770071103,0.6926789607860764,0.9859050043925798,-0.2712853996440516,0.20301571989162076,-0.14395623045990136,0.9230952024272479,0.09408097976793738]"
560,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/0_100.jpg,Kiwi,"[5.9018920016164635,-3.7166384957640144,19.676869901370814,-6.261007136478055,9.968372190206862,0.8716107215784257,-6.049660520813784,-3.8252736822897755,3.5898679663747566,6.879666148626797,-0.8564578997575519,0.7838792070143625,-3.66290889196212,-0.10771332117402635,-0.7851799527682227,0.6961388759851573,-5.816609531076364,-1.1511215162820347,2.6424475692278317,-2.4315620996402303,2.9087821584982163,-2.611622108124189,1.5481735688316147,0.5125037462851714,-1.4123984547212374,0.06256764790999761,-1.6510486430311155,-1.3372098536987762,0.06277826434694352,0.49020590170827155,-0.5966819230768137,-1.1620578487101418,-3.3488156176402653,3.362331102920522,1.3272486728465156,-1.2712548463059372,-3.5380226559372145,4.049042042391042,0.21279569618239508,-0.24714523279594788,3.657805789662892,0.1521132742709171,0.25034067281416095,8.430852892752023,3.0383309197015484,0.017295291560017013,2.0112841994716124,-1.96083008824703,-3.0106709578951922,5.503181109355893,1.4552452010081602,-1.4856678902652896,0.7444819923162656,-2.858501178277337,-0.37669468635757325,2.6167632250284045,-1.2314388170648205,0.5780937267063232,-0.34583627569790115,-2.162806074240453,0.6239396048362728,-0.812773985171172,-1.3345051204090919,-0.9068576881578604,1.1337576879638427,0.5625319175491621,-0.16366701924533303,1.197631055222209,1.0272021346327491,-0.34008690445718726,0.9337398909889031,-1.5808308227355663,0.9215001492590456,0.24635092595408525,1.1327691648906257,-1.1025078409293398,-1.641678463050492,1.5255639998321902,0.6739682768702294,-0.7791567513571424,0.3477757389383032,-2.094533011819468,-0.00977375552263773,-0.0347251800848806,2.265128412569713,0.6983182867259968,0.5289093319449414,-1.4435823208853649,-2.0398154671402975,1.3674561885148244,0.9496703208705833,-1.236703724167522,1.6857977885563775,0.07242450528916004,-0.300891147761609,0.5164532460382746,2.095235127088909,0.795328222817267,0.27726215425399153,0.028235284092790306]"
561,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/100_100.jpg,Kiwi,"[2.9857244442431994,-3.1009844059463294,20.839048957772548,-5.175675312748779,10.519291020741258,0.561759919162213,-6.073500294725834,-3.597855299405161,5.452335172219676,7.40498861791375,-0.9558329174629571,1.1202846446815193,-3.796784893011839,0.35011167269409954,1.7914623896483095,1.4945517119441147,-4.77039071939923,-0.08430705336049309,5.313096109467389,-2.253529954588472,2.2761886197994547,-2.4622775549670917,3.565195987373965,1.2196709189604629,0.025082475780794842,-0.5044283749180025,-2.324813197165058,-1.8388428377364818,-1.6612269654809895,-1.260548175356053,-0.029742647279869056,-0.7907978095195656,-5.401256215255914,4.088576526685644,3.282329642230687,-2.2763453316383084,-4.316652557521855,7.272437048513556,0.04848277301998761,2.481457876827836,4.283939995937739,-0.7434899632411863,1.7541627922333813,11.008972372727806,3.578418028923729,-1.0991286148961141,3.5539342043983257,-3.192180720237025,-4.170234450173833,7.044119284032228,2.2493854779552054,-3.1156615878499223,1.6280382864315308,-2.687724218098276,-1.4889676685429807,4.268887364700729,-0.9262602994472336,0.0670770145451803,-0.8011508195956165,-3.4137780597792067,3.015721561115527,0.11249207577379396,-2.2812693562743784,-1.4159651308637042,1.1757352776842713,0.015574887257213243,0.8602603258921446,2.4226468706690496,4.17679053535578,0.6095815162152605,0.5107147584014425,-1.966723048525001,1.168257307374473,1.3069776052855588,-0.09332226141735513,-2.006949186389272,-1.5502069470098034,1.9202677399181647,-0.8279024944099656,0.8888576268024206,-1.8596924833337305,-3.695415528377879,0.36706783031741935,0.11533598614086704,1.3804875114589115,0.44769800889997885,0.21572486198528232,-1.8289345703017201,-1.7462567771619129,1.2379159789006775,0.9393448447765553,-1.306200215607302,2.7509578847546226,1.152391726804071,0.5870038521988304,0.3811606253936181,1.6266124270551023,-0.35293444193639956,1.4069868143029056,0.8265987792052399]"
562,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/101_100.jpg,Kiwi,"[2.5870426883258446,-3.267472364020525,20.778254089255544,-4.775822643394763,10.404748504059343,0.21297590271389874,-6.399817193057676,-3.7782039197216717,5.660816486306409,7.426299170072623,-1.088372923120493,0.877116457817618,-3.7073278923993387,0.39418476015468445,1.746504846420584,1.5313866470270634,-4.5967065613071485,-0.5510484721000908,4.890368536930946,-2.4757014102534542,2.3542454476319787,-1.9425266012760842,3.228335755460167,0.7479958732729098,0.15019698804446135,-0.13669062202726456,-2.8065057406001843,-2.2199679859013592,-1.6418784089449519,-0.6541605800113387,-0.1479060174258981,-0.7823615840305733,-5.304201555046082,4.10649038870114,3.3467608580263137,-2.801535191870347,-4.419673922704541,7.146749468519417,0.44271654924936976,2.3335982986255295,4.279776308611406,-0.42171780442873213,1.2123360458621066,11.311952314177054,3.465848190110444,-1.3839214079258544,3.3350679920061856,-3.39600736060286,-4.549611831859705,7.342561581247845,2.459848971366405,-3.060182553064104,1.5649300771498105,-2.554404010874315,-1.9741476971738932,4.630456998907014,-1.0448845597344611,0.23892623662396367,-0.19404903395267906,-3.746732524760229,2.7781501903059826,-0.19553386255738495,-2.9615172223159383,-1.3471348641937555,1.2115508484467623,-0.3243647215927403,0.8500692204948136,2.411306692513435,4.1481994424987105,0.6090798270219508,0.5996894952656663,-1.9346686294981823,1.1717638238408519,0.9746174197454578,-0.04551340394191605,-1.7906293793438184,-1.3575052594321202,1.8469844790719558,-1.1279706081571013,0.5107951133876423,-2.3283670122850255,-3.631220734886693,0.33152122632273906,0.4366116547101426,1.2845208409655293,0.8323162188362035,0.3035095241792711,-1.2664063744510845,-1.6707511516340259,1.072188867220787,0.8634917959444279,-1.5412407718021885,2.816498812566956,0.8530209205499041,0.6562182749595512,0.6496819845220568,1.6277063218623187,-0.48082081616052497,1.4726745464626179,0.5570138737392808]"
563,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/102_100.jpg,Kiwi,"[1.8461451844877563,-2.5298417776751965,21.09393308867055,-4.703430451761258,10.457365762293186,0.047060481829502655,-6.5637214895004465,-4.149006261409544,5.35227151447253,7.517458744560411,-0.9443457389062111,0.8861035490796738,-3.373842805612546,0.44773663421278054,1.316315209252862,1.1312317351363592,-4.0643479598120305,-0.7847575689176985,5.732195647594957,-2.447464583900768,2.2346513777507147,-2.6008988950697307,3.41748298819382,0.9523505712036755,-0.10757021553659493,-0.5118878172692475,-3.0967732925307225,-2.149115860532783,-2.1209774362725984,-0.3127469492782383,0.05278273884224056,-1.1820485069392659,-5.41842933230753,3.748556544126567,2.9876422958318365,-2.6368383763126673,-4.498099987563662,6.769499540593401,0.1730488206835497,2.7013627061487306,3.920376432745705,-0.6145690913470561,1.751773731696325,11.931051345677274,3.6188177677752833,-1.0398372754272587,3.431658106190387,-3.680623909399821,-4.466925752410481,7.367265875478353,2.0126066830505835,-3.6584844729767214,1.9299351805317166,-2.693910839182108,-2.147637792410354,4.65266426710241,-0.7554496490772921,0.15196819248589766,-0.13251156828148924,-4.209751838096497,3.3796551905015817,0.013344952717377229,-2.5962319880452434,-1.4086134937636627,1.4603613832557314,-0.410752666767001,0.7191451497943743,2.350851538436619,4.121898011352157,0.16707105803784877,0.3797202037582825,-2.4002740030027594,1.0246511260017221,0.8450570266084051,-0.09698295734990205,-1.7596716412383202,-1.5665141531050006,2.0898705888705664,-1.1027415135160719,1.228243785244702,-2.209440018714507,-3.6177595270612017,-0.021818712890370462,0.19634267749587492,1.6897674976858348,0.4248305818982455,-0.165923364497556,-0.7886736764553611,-2.1613790661092245,1.0539778542663927,0.6878125336471161,-1.9327061599780126,3.240717866790483,0.8335177295127025,0.7799878276814421,0.595505453306398,1.4056503526621908,-0.33697151681452947,1.1728736789627163,0.45360464500470377]"
564,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/103_100.jpg,Kiwi,"[1.8229247622775315,-2.60580999779889,21.100222868767474,-4.578738004795488,10.476482922272917,0.1841860083590435,-6.331541103472297,-3.792967450326174,6.040945236631525,7.116569467135737,-0.7161061640543981,0.9152741697267658,-3.8509298655603263,0.13216291374970177,1.7821840201254058,1.5681380285193063,-4.711905554097955,-0.37290477665117455,5.490459620127171,-2.5938406873285085,2.4714414400758566,-2.705614505166861,3.2855152612796887,1.1033653279582032,0.2341456161865809,-0.37096411344893926,-2.5573778371521407,-2.6695809346557997,-1.8079077791505782,-0.8903376302464495,0.20979020133307433,-0.7264647055698319,-4.7641512740248,4.0733906478551045,3.170823873933635,-2.2956945441440935,-4.2191350268859305,6.561868451094013,0.44819918312329154,3.1312488586763463,4.18458631203103,-0.10788575422992723,1.9011274632329984,11.369260964656178,3.662943856247809,-1.0956993180673045,2.771626910835073,-3.255013044041067,-4.409883213058786,7.090767794037031,2.235128198303009,-2.960512257374944,1.6096720437410355,-2.626986215100259,-1.91663398974295,4.905090789162735,-0.8552280221961938,0.6698006720615801,-0.16077803987214864,-4.075679083177789,2.94789697843188,0.01163469612241317,-2.54127209006321,-0.9637971915949908,1.1677897128586823,-0.4425402834103841,0.7679099676092519,2.317502703700491,4.195026700552546,0.6036802654903497,0.6279783305915477,-2.386378490088285,0.7627121979469856,1.1457597997555629,-0.20864595300960626,-1.7161836118947722,-1.8107311376848867,1.9762998536888894,-0.7447136192012624,0.8513373657337606,-1.734436356040088,-3.783192702406239,-0.1332180233971919,0.46224278130409224,1.40278432162973,0.3675735603259774,0.2456294142051192,-0.7603649307779075,-1.6589048593913436,1.1041181105071536,0.6441047451117353,-1.7985394095861345,2.93251504744079,0.5542120400574044,0.7367084780530434,1.0201223593642488,1.7864479479977147,-0.389490302527086,0.3722910569385688,1.0430666619654732]"
565,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/104_100.jpg,Kiwi,"[2.0085418894704072,-2.7412543907923106,20.850285851705852,-4.784513077500587,10.17851634384777,-0.5821427033391339,-6.803507349453343,-4.086691734713524,5.834930668780238,7.304639545146575,-0.8442483768604193,1.2826731070976547,-3.8784016528300995,0.038811093229108584,1.3712048689297427,1.42785062351222,-4.168767102702506,0.2505828136678705,5.338942571384854,-2.5801916328926846,2.5910989264967292,-3.088391847817886,3.0419940650104667,0.41449961539005475,0.18060742728555665,-0.3999898934713835,-2.7669304898852243,-2.4199518172617096,-1.4922727104821651,-0.46242904358209275,0.677784907419841,-0.7559136784980692,-4.765210221037113,3.927519066998167,3.2839274503227274,-2.264505793706465,-4.1784576263367175,5.915922530437074,0.4251381308633818,3.215178156975509,3.982475053738775,-0.07784972928263882,1.777996052011063,11.720366240815066,3.5747187286960442,-0.6924359579148545,2.6716605317692657,-2.73067389929996,-4.261878749224013,7.589677291196588,1.8385927146083099,-3.5892651182843265,1.8084515233182052,-2.276901773994907,-2.3380152659395317,4.923393779547512,-0.99901313491878,0.5320374011252078,0.44010633314828196,-4.421878569524347,2.865543121917337,0.0059326152244454184,-2.1646555173974584,-1.0211385692305157,1.488220069296411,-0.20921814176710254,-0.1311366679683942,2.607748099314967,4.10653263250382,0.5431796974915885,0.5881006371173132,-2.4667582927182057,0.8613665899669514,1.0724258397107662,-0.7141262138540451,-1.7896195606700191,-1.8501337810349272,2.2069242160479483,-1.0377646046154791,1.1761855336596945,-1.4541575967428497,-3.789312605292418,-0.8252109484441732,0.2719410499886163,1.727503345992229,0.44195174334103193,0.29544662214754425,-0.42339832582831427,-1.8296883317119403,0.8052451503590109,0.3616298504747884,-1.4905547324326736,3.297932436816162,0.5496760433155465,1.1922190156701764,0.9550141648742011,1.3041034530065547,-0.12769893510659155,0.4079355562890957,0.9050913103078727]"
566,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/105_100.jpg,Kiwi,"[3.844556861851475,-1.9875034288869786,19.739029108678153,-5.79250414426976,9.936614899511413,0.00998822720143037,-6.726870840977132,-3.5488311832932853,5.829098494664746,6.925951199025287,-1.0997341847076139,1.6180677641042898,-4.0625092450224045,-0.817941576536503,1.2382676465393794,1.5437006199939842,-4.443604549102244,1.024675661749005,4.860073394791307,-2.404277443325219,2.72636366368865,-3.2540996509275084,2.978208661877615,0.33121745312773854,0.16034416178535685,-0.23105473505398774,-2.5304121896995664,-2.6931034106334786,-0.9580146099270656,-0.4082630488308358,0.648920764945623,-0.833024435140623,-4.730831600615471,3.7749569590674334,3.036504662635928,-2.3392030586254666,-3.9279860600768024,5.516557074625241,0.4253580868467149,3.048569476613273,4.346846807009561,0.3950176347214547,1.2717555462126782,11.336795185282023,3.7612167472730627,-0.7841961068578566,2.409652918790168,-2.4456997493698793,-4.193425825841481,7.767963483785536,1.8735097967744625,-3.0007647617820257,1.350049659191239,-2.3250273851469156,-1.412317945468052,4.350155882025584,-1.2027437094105011,0.40348017201722686,1.0492474504475864,-3.6404442606347818,3.3061537876172165,0.47289461732607685,-2.1911339233547675,-1.2476209069125999,1.215699318792037,-0.5128894716229733,-0.266074594823521,2.2094751198688454,3.698119820344113,0.583365395493925,1.058189856790682,-3.074998601100805,0.7417708153612286,1.2974142925934569,-1.0866399624112877,-1.9889781135477156,-1.532137950619579,2.239711802467994,-0.7100610992898242,0.569118844155146,-1.089125493147758,-3.726792610951043,-1.1320972707667314,0.5018863657316721,1.585331416305942,0.47023938047946934,0.391584381915828,-0.6056195100846302,-1.6514189338943148,0.8513792803394045,0.1478138442120998,-1.33209242355471,2.128176607294626,0.8220772766702058,1.1963727895182563,1.0162736243469748,1.2871820387885047,-0.3501246629741563,0.49333766386290423,0.8974455830918503]"
567,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/106_100.jpg,Kiwi,"[6.093173323639562,-2.9652780538695533,18.156712380843466,-5.940097891185618,10.775442671621462,0.2061889265876723,-6.556865484704112,-4.174763328459148,3.1070769859762173,8.664911563384662,-0.6315309691948038,1.5810678722860845,-2.494785337788733,0.9977669804420335,2.7343671372847145,0.9195624629092434,-3.9274491329168275,0.5991481111606233,5.341128896228599,-1.1977616601389325,1.0516147253512862,-3.148529576958775,2.7379122611486575,1.2270494515898716,1.2485305701077218,-1.1723427726631785,-2.700675597245771,-1.819893238108646,-2.899369160832022,-1.6863230065184274,1.5400547427498112,-1.2680326821812613,-5.505855563537178,2.6002109170429106,2.6122926155065307,-1.984280721648139,-3.3490167587012976,5.193864028890967,-0.7232614272748338,1.987812905539245,2.149122930939754,-1.014265828722594,0.2643796952381382,9.526835674963545,2.8414097630918023,-2.351298331221419,2.7753428651111776,-2.912530638867409,-3.5909120905673353,4.488876180919653,1.8184965536818403,-2.51321920147626,1.2514922894040574,-3.2039291256803746,-0.13059663979780958,3.2505405473909534,-1.4549079361727348,0.5026992973863154,0.7465343887671385,-3.131682950074074,2.691764995843667,-0.8614793575625102,-0.8901238221950432,-0.8239047940135945,0.67028165824368,0.1503107310324045,-0.8982856876374382,2.0960178485438528,3.6113677771596873,0.11055399018590129,0.6127081679786017,-0.746431956170278,0.22661353107088908,0.9408480465757346,1.355086479478088,-2.9725016607707513,-1.2040575765787207,1.8206109665029553,-1.776353936231154,0.14296418567868427,-1.5265168307409198,-2.754469440370212,-0.5648601844876779,0.2226206136312113,2.391307376612198,0.7214809939639178,-1.2619221662009967,-0.9862044089422712,-0.8091917657077465,0.6624668127407091,-0.5187817371915989,-0.532620394880843,2.4265158653959187,0.4894864802830146,0.9848560793750897,-0.2626674560912377,1.1975888161799566,-1.390087041620729,1.315601903168578,-2.918901150780979]"
568,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/107_100.jpg,Kiwi,"[5.602319833690456,-2.9579259620455978,18.30496110763059,-6.074511026459649,10.85336396543648,0.203387489125649,-6.785227349472899,-4.040078274015413,3.0214447714826513,8.515458281021097,-0.8624294061744262,1.1665731327630784,-2.292177928222869,0.37788127106674624,2.3294506820727277,0.8638157218935715,-4.030714823841447,0.7182994664489353,5.413971069754114,-1.1454080836260419,1.153729303793808,-2.5807190520462733,3.1124626683876686,1.1736630742992649,1.115843926568248,-0.7624928505556612,-2.769145943504558,-1.8067094636195877,-3.1161005681861433,-1.645562581023697,1.3529254735324465,-0.9451425902426054,-5.4468631693203235,2.644362543307734,2.8185797735160825,-2.2378550857385733,-3.443915226603849,5.559952048962985,-0.9097876062364557,1.9505709835847356,2.2658206747673737,-0.8039113644009271,0.4499563119665105,9.579266102789182,2.8256916259027482,-1.9993810143739539,3.3426007923690997,-2.8103983099948566,-4.0268608108827335,4.553287056235824,2.1573743546138293,-2.6894707380342413,1.4703517265312986,-3.599323312359267,-0.270277733774025,3.073521840008421,-1.4152235206226427,0.5498002315083954,0.6535214959658363,-3.102586072427934,3.0451310956110538,-0.39656912583275966,-0.9603305806546486,-0.9760081465103359,0.9676959101792102,0.23720301238727812,-0.650776472967559,1.9562852339195236,3.709523968885574,0.5300574766371206,0.6617071436491806,-0.9358123851049598,0.1455159763215161,0.7909617503800891,1.4259083172835938,-2.890707710018623,-1.0681050582491167,2.001342493665233,-1.6983913963047848,-0.15519611260282723,-1.3706816174300338,-3.033928201926355,-0.3228492316312197,0.21146499389717127,2.8399349352788925,0.6582675522678987,-1.4094570426435706,-1.0405149241895484,-1.0631713237850027,0.8131976136827621,-0.3115790748839862,-0.8898198489769905,2.3467163046824138,0.8746944619903131,1.3410115395514048,-0.427653299502337,0.72084465099156,-1.2475909083401935,1.2275539310640287,-3.1411736205977507]"
569,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Kiwi/108_100.jpg,Kiwi,"[4.56117498812829,-3.4551110529396434,19.152947782163007,-5.936474911604757,10.8910374790244,-0.34965599752229054,-6.807483366611554,-4.156311068456649,3.2412317920151468,8.829046375621722,-1.0531479058698139,0.6430344940682522,-2.0757915320810834,0.38138974415359306,1.9385239682989521,1.1066794793924257,-3.3726493681119125,0.15819052021467148,5.52717939775963,-1.073439160460315,1.390197367839626,-2.8587751811627817,3.499949948822038,1.1722284231880897,1.1106557429118782,-0.3360158519824035,-2.8621015707375843,-1.5068420267684233,-3.3251937489111656,-1.3404140823823953,1.5504512981846947,-1.270076766180115,-5.699402503177711,3.0472851858832803,3.196322721604969,-2.3597005133979367,-3.5297142525829526,6.0702925535316306,-0.3796110957985013,1.7327321636452535,2.5319493982408963,-0.9986511501296432,0.3766995920008122,9.603198314439132,3.292914872591766,-2.5700697100904337,3.3601917567700452,-3.0636050881522485,-3.783686978686696,4.806591505567154,1.8026451480883943,-2.295172283758297,1.3355227398958869,-3.4347103671361388,-0.1908542738318519,3.0409663980994184,-1.4511793475534969,0.4203692127626718,0.21905966907012553,-3.136646202323447,3.267483932787695,-0.3732418293110663,-0.8098114699368556,-0.8897408103666001,0.7939217247989059,0.3529440391519946,-0.5857360034792926,1.9191971851143195,3.9439356284425844,0.2759541640829877,1.0215462215091922,-0.6938179362301031,0.5289478694054044,0.44991337629294786,1.848730760891954,-2.703900613379721,-0.4338849572174285,2.1232100301698744,-1.7279918243428563,-0.3519981967678862,-1.1287431797938043,-3.1989276743362214,0.06925470974802192,0.13608133017958107,3.2487837205908847,0.15755849157588395,-1.4313729108114746,-0.5520992809072466,-1.2931903093280417,0.8789306731693517,-0.11228587724085122,-0.8634924213235685,2.38150163941584,0.27013384737049495,1.7286992985467722,-0.3976196902078454,0.5316537980852637,-1.7890345978320263,1.368148832923669,-3.0970525626787215]"
